,Sm,mae,adpEm,maxEm,avgEm,adpFm,maxFm,avgFm,wFm,mBA
test_512,0.938190810172258,0.016856109760164897,0.9521146126904768,0.9790127593100225,0.9616806430832543,0.8578947072713212,0.9289094079107463,0.8915954016546117,0.8745100676549543,0.6953901566052424
