,Sm,mae,adpEm,maxEm,avgEm,adpFm,maxFm,avgFm,wFm,mBA
test_512,0.9300732337255079,0.02502625258774801,0.9328409896920768,0.9616605809958666,0.9449588409511185,0.8663024277384309,0.9223395836639808,0.8935692373694173,0.8698044709271244,0.6883506353880239
