,Sm,mae,adpEm,maxEm,avgEm,adpFm,maxFm,avgFm,wFm,mBA
test_512,0.9046266865788882,0.04389317968526984,0.8977998312319693,0.9342251686235231,0.9193030937243133,0.8610150172811378,0.9071620434054916,0.8897767148845799,0.8645131799878096,0.7079034687444649
